-80.68625150182746,6350.0
-197.80266520212095,14350.0
-194.3809178815132,13879.0
-190.9747098944538,13226.0
-181.26263950801368,11644.0
-155.43237011214848,8220.0
-102.43008238596897,6720.0
-111.97243728246657,7043.0
-187.37756750550344,12683.0
-108.76038625710169,6824.0
-88.54235597134775,6465.0
-166.61012151955885,9234.0
-146.9378057626641,7921.0
-96.77137086482267,6591.0
-159.20013499396234,8576.0
-164.25821374159042,8850.0
-149.23192340972295,8178.0
-118.63791032168226,7149.0
-186.9130343985425,12172.0
-142.80751843703152,7691.0
-190.70439394548873,12904.0
-168.70604528036753,9479.0
-179.3280065596835,11106.0
-91.73470005736925,6529.0
-179.2767947593778,11077.0
-134.00751335003173,7479.0
-182.9467543533327,11987.0
-161.52453727100217,8701.0
-176.66178509574885,10178.0
-124.3697811596214,7357.0
-122.07566351256257,7206.0
-170.4633988330152,9688.0
-177.05490809976916,10575.0
-140.14663842539852,7565.0
-177.05490809976916,10575.0
-137.7427486992342,7498.0
-172.66486669190166,10015.0
-128.77001833279408,7447.0
-170.92793193997613,9880.0
-185.0972309100007,12006.0
