-603.1506135568646,29436.0
-250.79862021421062,14984.0
-332.3310062473869,15770.0
-386.95589312960885,15855.0
-293.3815634513795,15260.0
-602.2754829351715,28458.0
-554.1904957377587,21917.0
-319.2926842437887,15480.0
-597.6096076415471,27243.0
-513.581846683431,19638.0
-592.0701249786466,26165.0
-598.8624617458345,27883.0
-585.293661246635,25052.0
-562.3826876873363,22485.0
-462.88536984805256,16975.0
-419.31481467382775,15966.0
-524.3538992398536,20151.0
-595.1263807507908,26553.0
-584.9608480175073,23937.0
-577.1548351065119,23174.0
-534.9657396078701,20959.0
-476.42266996932756,17550.0
-448.9282271088715,16381.0
-455.8823536939758,16767.0
-302.2551311009106,15395.0
-480.6695288963683,18348.0
-473.02934223823513,17411.0
-591.9729821215037,25272.0
-545.5099223752214,21450.0
-582.9764135981254,23867.0
-427.5586298468244,16199.0
-436.99848772384314,16322.0
-497.71336178913333,18981.0
-565.3740221920128,22825.0
-402.31588880187905,15926.0
-542.0276962679953,21292.0
-533.1103450655556,20405.0
-507.5337757808961,19202.0
-573.8109974996743,22972.0
-484.01336650320593,18379.0
