-0.0,0.0
-0.0,0.0
-244.25945253000054,23323.0
-37.40563764255106,1607.0
-122.00141386597625,7107.0
-163.0481599773577,10002.0
-21.350249784385333,1013.0
-172.10042331340216,11415.0
-203.7477532826218,14984.0
-43.88331037547986,2553.0
-75.93090790252778,4183.0
-241.12584085858236,21598.0
-211.39236608294817,15904.0
-132.493936826709,8286.0
-200.5110389685561,13559.0
-187.2751746789712,12439.0
-97.8859004023562,5621.0
-238.26289696180663,20143.0
-180.42171993974998,11749.0
-59.039337250761925,2819.0
-215.85690108745627,16850.0
-90.18439538563379,4787.0
-192.94354282009672,13222.0
-109.03582358486943,6853.0
-152.21525355817613,9739.0
-103.6379763232456,6485.0
-71.45113164438506,3359.0
-137.83581458844918,8529.0
-9.178735785953176,776.0
-228.91635168962785,18419.0
-244.067997984546,22690.0
-221.67754199915555,17331.0
-230.02362171075006,19473.0
-225.70001120432931,17834.0
-62.43591187967325,3243.0
-6.464648829431438,376.0
-92.11861898764933,5038.0
-143.35822860286743,9330.0
-235.91080207442096,19595.0
-144.29283407743134,9431.0
