-238.9298142574013,18023.0
-228.1249564249141,16636.0
-243.39907548653812,19474.0
-243.32522933269195,19424.0
-244.067997984546,20683.0
-229.93786353018302,16985.0
-243.74475610672687,20122.0
-244.067997984546,20683.0
-243.74765900149515,20175.0
-238.1929441276219,17411.0
-244.25945253000054,20774.0
-243.67619236965498,19904.0
-228.76921606849632,16753.0
-226.85393863110218,16538.0
-243.11993732526435,19326.0
-228.1249564249141,16636.0
-228.1249564249141,16636.0
-238.9298142574013,18023.0
-236.86171990172045,17338.0
-240.9223336669147,18243.0
-219.13030226746582,16478.0
-244.067997984546,20683.0
-243.74475610672687,20122.0
-236.75377734226367,17057.0
-242.72655465320477,18859.0
-240.2432601829919,18056.0
-230.09077446224615,16990.0
-242.63289276603282,18736.0
-243.55330156127232,19879.0
-243.9391135469497,20211.0
-229.47917013662007,16824.0
-240.71265969279582,18211.0
-242.15182647815402,18403.0
-229.8121206160923,16875.0
-238.71959537959572,17466.0
-243.09128347911053,19276.0
-243.11993732526435,19326.0
