-602.6631699478421,26830.0
-598.8450738089076,25771.0
-598.8450738089076,25771.0
-587.2650783112384,24997.0
-602.6631699478421,26830.0
-587.2650783112384,24997.0
-595.9339678914399,25470.0
-603.1079819779172,27056.0
-600.8744834653431,25877.0
-602.559830192203,26729.0
-587.8543640255241,25061.0
-602.1771911118632,26338.0
-561.8414358606402,24352.0
-587.2650783112384,24997.0
-598.8450738089076,25771.0
-594.3348171142892,25067.0
-595.3946178818559,25354.0
-601.6203071832917,26110.0
-573.082945763111,24500.0
-603.1506135568646,27818.0
-564.6626337960844,24407.0
-565.4475145731627,24437.0
-564.4368762752904,24364.0
-558.51011788829,24263.0
-602.0181911118632,26153.0
-602.5510980493458,26643.0
-587.1823698750638,24949.0
-599.3664834653431,25800.0
-595.089372975095,25317.0
-598.8363416660504,25531.0
-582.143829140614,24570.0
-602.9489819779172,26895.0
-573.082945763111,24500.0
-602.6631699478421,26830.0
-558.51011788829,24263.0
-560.6342700146519,24331.0
-595.9339678914399,25470.0
-603.1079819779172,27056.0
